Test Case,Response Code,Latency (seconds)
3,200,0.40341925621032715
0,200,0.1403818130493164
1,200,0.18217897415161133
2,200,0.19581007957458496
3,200,0.15023422241210938
0,200,0.1754896640777588
1,200,0.15210986137390137
2,200,0.17145800590515137
3,200,0.2026669979095459
0,200,0.21175718307495117
1,200,0.16746807098388672
2,200,0.2017989158630371
3,200,0.1663377285003662
0,200,0.16713213920593262
1,200,0.1966862678527832
2,200,0.15755987167358398
3,200,0.2114560604095459
0,200,0.15414714813232422
1,200,0.16455984115600586
2,200,0.14383935928344727
3,200,0.1848289966583252
0,200,0.16318893432617188
1,200,0.18822813034057617
2,200,0.15724706649780273
3,200,0.13558006286621094
0,200,0.26804089546203613
1,200,0.13894176483154297
2,200,0.1736140251159668
3,200,0.17031502723693848
0,200,0.24757885932922363
1,200,0.19710683822631836
2,200,0.19064998626708984
3,200,0.40781164169311523
